1  256  15.56  67.9773547334  -1021.50244519  -953.525090459  
2  256  15.56  65.1686480922  -1026.83521983  -961.66657174  
3  256  15.56  68.2709547585  -1022.18561699  -953.914662229  
4  256  15.56  67.9773547337  -1021.50244519  -953.525090459  
5  256  15.56  67.9773547336  -1021.50244519  -953.525090459  
6  256  15.56  67.9773547338  -1021.50244519  -953.525090459  
7  256  15.56  62.1012589534  -1046.80697278  -984.705713824  
8  256  15.56  67.9773547343  -1021.50244519  -953.525090459  
9  256  15.56  67.3295338437  -1023.25276648  -955.923232638  
10  256  15.56  67.9773547336  -1021.50244519  -953.525090459  
11  256  15.56  67.9773547342  -1021.50244519  -953.525090459  
12  256  15.56  67.9773547332  -1021.50244519  -953.525090459  
13  256  15.56  60.6768195045  -1044.46864319  -983.791823683  
14  256  15.56  67.9773547336  -1021.50244519  -953.525090459  
15  256  15.56  67.977354734  -1021.50244519  -953.525090459  
16  256  15.56  64.8113768236  -1027.03051212  -962.219135293  
17  256  15.56  68.2830761524  -1022.09803106  -953.814954903  
18  256  15.56  67.9773547332  -1021.50244519  -953.525090459  
19  256  15.56  67.9773547339  -1021.50244519  -953.525090459  
20  256  15.56  60.2330114418  -1043.54995786  -983.316946414  
21  256  15.56  67.9773547337  -1021.50244519  -953.525090459  
22  256  15.56  67.0489463472  -1023.89738345  -956.848437099  
23  256  15.56  67.9773547335  -1021.50244519  -953.525090459  
24  256  15.56  64.0167650653  -1028.00293078  -963.986165716  
25  256  15.56  67.9773547333  -1021.50244519  -953.525090459  
26  256  15.56  67.977354734  -1021.50244519  -953.525090459  
27  256  15.56  67.977354734  -1021.50244519  -953.525090459  
28  256  15.56  59.8201571025  -1040.83653196  -981.01637486  
29  256  15.56  64.3449895109  -1028.15952245  -963.814532942  
30  256  15.56  67.9773547339  -1021.50244519  -953.525090459  
31  256  15.56  67.9773547332  -1021.50244519  -953.525090459  
32  256  15.56  67.9773547335  -1021.50244519  -953.525090459  
33  256  15.56  59.8128862797  -1041.28686329  -981.473977014  
34  256  15.56  67.9773547333  -1021.50244519  -953.525090459  
35  256  15.56  67.9773547333  -1021.50244519  -953.525090459  
36  256  15.56  67.2778345112  -1023.37268682  -956.094852307  
37  256  15.56  67.9772776794  -1021.5023984  -953.525120724  
38  256  15.56  60.1253281524  -1030.15737337  -970.032045219  
