/* A sample input file */
#L_UNITS ang
#E_UNITS eV
#S_UNITS GPA
#F_UNITS EV/ANG
#ALAT 	6.885 // alat comment
#X 1.0 0.0 0.0
#Y 0.0 1.054129 0.0
#Z 0.0 0.0 1.0
#C 1 1 1
#sx 0.00 0.0 0.0
#sy 0.0 0.00 0.0
#sz 0.0 0.0 0.00
#RCUT 6.5
#EPA -4.27
#M FE  56.0
#M PD  106.0
Pd  -0.0008451  -0.0007461  -0.0006087  
Fe   0.2546027   0.2676859  -0.0006034  
Fe   0.2560732  -0.0006968   0.2569751  
Fe  -0.0008153   0.2686352   0.2548389  
Fe  -0.0001681  -0.0001767   0.4989488  
Fe   0.2499880   0.2631770   0.4992365  
Fe   0.2563563  -0.0004073   0.7419108
Fe  -0.0006395   0.2683886   0.7445404
Fe  -0.0002111   0.5265494  -0.0008046
Fe   0.2547435   0.7848747   0.0001829
Fe   0.2504750   0.5265519   0.2506185
Fe  -0.0006784   0.7845779   0.2544673
Fe  -0.0005099   0.5266629   0.4994604
Fe   0.2496233   0.7891714   0.4989245
Fe   0.2508211   0.5258021   0.7477134
Fe  -0.0015382   0.7837800   0.7440313
Fe   0.4997094  -0.0010040  -0.0008593
Fe   0.7438411   0.2683526  -0.0013156
Fe   0.7413160  -0.0009934   0.2564626 
Fe   0.4991731   0.2634866   0.2493026 
Fe   0.4990463  -0.0000809   0.4991637 
Fe   0.7489154   0.2628561   0.4991161 
Fe   0.7422556  -0.0009295   0.7422338 
Fe   0.4992581   0.2633107   0.7487455 
Fe   0.4988854   0.5265677  -0.0012829  
Fe   0.7435125   0.7846908  -0.0001262  
Fe   0.7486679   0.5258313   0.2499030  
Fe   0.4994374   0.7885247   0.2501886 
Fe   0.4984713   0.5265374   0.4993229
Fe   0.7491440   0.7889930   0.4988870
Fe   0.7483076   0.5263186   0.7487538
Fe   0.4992647   0.7888951   0.7485645   
